product_id,product_name,category,sub_category,units,revenue,profit,abc_class,xyz_class,inventory_policy,avg_monthly_demand,safety_stock,reorder_point,recommended_max_stock,stock_action
TEC-PH-10000307,Shocksock Galaxy S4 Armband,Technology,Phones,2,146.52,-3.504,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,9,209.45,-6.4574,C,X,LEAN - keep minimal base stock,0.75,0.0,1.0,2.0,MINIMISE STOCK
OFF-FA-10000735,Staples,Office Supplies,Fasteners,15,169.8,19.71,C,X,LEAN - keep minimal base stock,1.25,2.0,3.0,5.0,MINIMISE STOCK
OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,16,297.88,26.355200000000004,C,X,LEAN - keep minimal base stock,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,29,466.77599999999995,19.747,C,Y,LEAN - order to demand,2.4166666666666665,3.0,4.0,7.0,MINIMISE STOCK
TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Technology,Phones,9,646.928,76.491,C,Y,LEAN - order to demand,0.75,2.0,3.0,4.0,MINIMISE STOCK
FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,11,789.8679999999999,76.6304,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10001019,Xerox 1884,Office Supplies,Paper,12,358.796,76.72319999999999,C,Z,OBSOLETE-RISK - minimise/phase out,1.0,4.0,5.0,6.0,REVIEW / PHASE-OUT
OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,25,472.5,76.86,C,X,LEAN - keep minimal base stock,2.0833333333333335,2.0,3.0,6.0,MINIMISE STOCK
TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,11,261.28,76.912,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,16,321.32,77.104,C,Y,LEAN - order to demand,1.3333333333333333,3.0,4.0,6.0,MINIMISE STOCK
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,3,158.13,77.4837,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10004665,Advantus Motivational Note Cards,Office Supplies,Paper,17,191.26,77.68299999999999,C,X,LEAN - keep minimal base stock,1.4166666666666667,2.0,3.0,5.0,MINIMISE STOCK
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,22,904.8199999999999,77.974,C,X,LEAN - keep minimal base stock,1.8333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,17,517.85,76.1507,C,Y,LEAN - order to demand,1.4166666666666667,3.0,4.0,6.0,MINIMISE STOCK
TEC-PH-10002496,Cisco SPA301,Technology,Phones,11,1332.118,77.995,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,Storage,7,869.832,79.19200000000001,C,Y,LEAN - order to demand,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,16,446.112,79.3088,C,X,LEAN - keep minimal base stock,1.3333333333333333,1.0,2.0,4.0,MINIMISE STOCK
TEC-PH-10000193,Jensen SMPS-640 - speaker phone,Technology,Phones,9,444.23199999999997,80.0052,C,X,LEAN - keep minimal base stock,0.75,2.0,3.0,4.0,MINIMISE STOCK
TEC-PH-10000586,AT&T SB67148 SynJ,Technology,Phones,6,391.544,80.5078,C,X,LEAN - keep minimal base stock,0.5,2.0,3.0,4.0,MINIMISE STOCK
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,39,608.684,81.0464,C,X,LEAN - keep minimal base stock,3.25,4.0,5.0,9.0,MINIMISE STOCK
OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances,15,298.908,81.225,C,X,LEAN - keep minimal base stock,1.25,1.0,2.0,4.0,MINIMISE STOCK
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,19,768.23,81.972,C,X,LEAN - keep minimal base stock,1.5833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,17,445.99800000000005,82.391,C,X,LEAN - keep minimal base stock,1.4166666666666667,2.0,3.0,5.0,MINIMISE STOCK
TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Technology,Phones,3,483.86,82.4725,C,X,LEAN - keep minimal base stock,0.25,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,10,247.94400000000002,78.33,C,X,LEAN - keep minimal base stock,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,17,555.2719999999999,82.512,C,X,LEAN - keep minimal base stock,1.4166666666666667,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,12,1315.48,75.80879999999999,C,X,LEAN - keep minimal base stock,1.0,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10003651,Xerox 1968,Office Supplies,Paper,26,456.664,75.35040000000001,C,Y,LEAN - order to demand,2.1666666666666665,4.0,5.0,8.0,MINIMISE STOCK
OFF-LA-10001474,Avery 477,Office Supplies,Labels,5,152.65,70.219,C,Y,LEAN - order to demand,0.4166666666666667,2.0,3.0,4.0,MINIMISE STOCK
TEC-AC-10004114,KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,4,199.96,70.5028,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10000369,HTC One Mini,Technology,Phones,7,705.544,70.5544,C,Z,OBSOLETE-RISK - minimise/phase out,0.5833333333333334,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10001619,LG G3,Technology,Phones,4,701.168,70.5564,C,Y,LEAN - order to demand,0.3333333333333333,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,9,242.34799999999998,70.5684,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings,5,225.45,70.722,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,18,1345.5149999999999,71.003,C,X,LEAN - keep minimal base stock,1.5,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10003797,Xerox 209,Office Supplies,Paper,23,291.04,71.5392,C,X,LEAN - keep minimal base stock,1.9166666666666667,1.0,2.0,4.0,MINIMISE STOCK
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,13,499.24,71.8848,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,10,329.6,75.768,C,X,LEAN - keep minimal base stock,0.8333333333333334,0.0,1.0,2.0,MINIMISE STOCK
OFF-BI-10001460,Plastic Binding Combs,Office Supplies,Binders,20,314.31,72.72,C,X,LEAN - keep minimal base stock,1.6666666666666667,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,Furnishings,11,495.79600000000005,73.0232,C,Y,LEAN - order to demand,0.9166666666666666,3.0,4.0,5.0,MINIMISE STOCK
OFF-PA-10002499,Xerox 1890,Office Supplies,Paper,3,166.82,73.41,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,18,1440.2982,73.71539999999999,C,X,LEAN - keep minimal base stock,1.5,1.0,2.0,4.0,MINIMISE STOCK
TEC-PH-10003885,Cisco SPA508G,Technology,Phones,8,589.732,73.9088,C,Y,LEAN - order to demand,0.6666666666666666,2.0,3.0,4.0,MINIMISE STOCK
FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,10,406.812,73.926,C,Y,LEAN - order to demand,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,16,507.0,74.0,C,X,LEAN - keep minimal base stock,1.3333333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,18,387.1,74.106,C,X,LEAN - keep minimal base stock,1.5,2.0,3.0,5.0,MINIMISE STOCK
TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,9,242.116,75.1773,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,18,1227.858,75.2498,C,Y,LEAN - order to demand,1.5,2.0,3.0,5.0,MINIMISE STOCK
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,42,514.196,72.8784,C,Y,LEAN - order to demand,3.5,4.0,5.0,9.0,MINIMISE STOCK
OFF-PA-10002319,Xerox 1944,Office Supplies,Paper,6,201.552,82.94640000000001,C,X,LEAN - keep minimal base stock,0.5,1.0,2.0,3.0,MINIMISE STOCK
TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,16,627.486,82.94999999999999,C,X,LEAN - keep minimal base stock,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,30,406.33399999999995,82.956,C,Y,LEAN - order to demand,2.5,4.0,5.0,8.0,MINIMISE STOCK
FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,10,1180.114,90.882,C,X,LEAN - keep minimal base stock,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
OFF-LA-10004545,Avery 50,Office Supplies,Labels,18,302.504,90.9678,C,Y,LEAN - order to demand,1.5,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,12,1185.9119999999998,91.5288,C,X,LEAN - keep minimal base stock,1.0,1.0,2.0,3.0,MINIMISE STOCK
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,18,719.232,91.7422,C,X,LEAN - keep minimal base stock,1.5,3.0,4.0,6.0,MINIMISE STOCK
OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper,4,211.6,91.968,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,13,247.772,92.7072,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,4,394.816,93.7688,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10002558,Xerox 1938,Office Supplies,Paper,7,284.24,93.884,C,Z,OBSOLETE-RISK - minimise/phase out,0.5833333333333334,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,20,524.854,94.116,C,X,LEAN - keep minimal base stock,1.6666666666666667,2.0,3.0,5.0,MINIMISE STOCK
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,23,6603.5335000000005,90.2712,C,Y,LEAN - order to demand,1.9166666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,21,556.98,94.5504,C,Y,LEAN - order to demand,1.75,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10001977,Xerox 194,Office Supplies,Paper,4,325.82399999999996,95.4256,C,Y,LEAN - order to demand,0.3333333333333333,2.0,3.0,4.0,MINIMISE STOCK
TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Technology,Accessories,2,237.8,95.76,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings,15,726.712,95.952,C,Y,LEAN - order to demand,1.25,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Paper,19,266.5,96.1014,C,X,LEAN - keep minimal base stock,1.5833333333333333,2.0,3.0,5.0,MINIMISE STOCK
TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,Technology,Accessories,9,338.778,97.4817,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,36,2434.3360000000002,98.7696,C,Y,LEAN - order to demand,3.0,3.0,4.0,7.0,MINIMISE STOCK
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,19,695.192,99.4442,C,Y,LEAN - order to demand,1.5833333333333333,6.0,7.0,9.0,MINIMISE STOCK
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,9,1029.728,100.0728,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10003039,Xerox 1960,Office Supplies,Paper,9,269.036,100.685,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,15,360.93600000000004,94.94399999999999,C,X,LEAN - keep minimal base stock,1.25,1.0,2.0,4.0,MINIMISE STOCK
OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,14,365.86,90.1208,C,X,LEAN - keep minimal base stock,1.1666666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,11,535.644,89.7462,C,Z,OBSOLETE-RISK - minimise/phase out,0.9166666666666666,6.0,7.0,8.0,REVIEW / PHASE-OUT
OFF-PA-10000740,Xerox 1982,Office Supplies,Paper,12,333.536,89.5328,C,Y,LEAN - order to demand,1.0,3.0,4.0,5.0,MINIMISE STOCK
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,42,1242.2839999999999,83.0808,C,Y,LEAN - order to demand,3.5,4.0,5.0,9.0,MINIMISE STOCK
TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories,10,620.952,83.118,C,X,LEAN - keep minimal base stock,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
TEC-PH-10002563,Adtran 1202752G1,Technology,Phones,11,977.712,83.1534,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,Furniture,Furnishings,11,193.96,83.179,C,Y,LEAN - order to demand,0.9166666666666666,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10002764,Easy-staple paper,Office Supplies,Paper,15,285.1,83.349,C,X,LEAN - keep minimal base stock,1.25,1.0,2.0,4.0,MINIMISE STOCK
OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies,Appliances,4,412.91999999999996,83.376,C,Y,LEAN - order to demand,0.3333333333333333,2.0,3.0,4.0,MINIMISE STOCK
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,5,248.92000000000002,84.01050000000001,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,13,464.784,84.80560000000001,C,Y,LEAN - order to demand,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,18,500.99199999999996,84.8528,C,Y,LEAN - order to demand,1.5,3.0,4.0,6.0,MINIMISE STOCK
OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,32,1553.208,84.9888,C,Z,OBSOLETE-RISK - minimise/phase out,2.6666666666666665,5.0,6.0,9.0,REVIEW / PHASE-OUT
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,22,1425.246,85.036,C,Y,LEAN - order to demand,1.8333333333333333,3.0,4.0,6.0,MINIMISE STOCK
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,27,617.76,85.4496,C,Y,LEAN - order to demand,2.25,2.0,3.0,6.0,MINIMISE STOCK
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,10,2181.252,85.794,C,X,LEAN - keep minimal base stock,0.8333333333333334,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,22,594.6320000000001,86.3136,C,Y,LEAN - order to demand,1.8333333333333333,3.0,4.0,6.0,MINIMISE STOCK
OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,18,495.55199999999996,86.43199999999999,C,Y,LEAN - order to demand,1.5,3.0,4.0,6.0,MINIMISE STOCK
OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,27,642.8720000000001,86.5416,C,Y,LEAN - order to demand,2.25,3.0,4.0,7.0,MINIMISE STOCK
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,3,1006.056,88.0299,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,15,1073.568,88.52799999999999,C,Y,LEAN - order to demand,1.25,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10003347,Coloredge Poster Frame,Furniture,Furnishings,16,398.2,88.608,C,X,LEAN - keep minimal base stock,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,34,692.08,88.9776,C,Y,LEAN - order to demand,2.8333333333333335,3.0,4.0,7.0,MINIMISE STOCK
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,13,642.45,89.1605,C,X,LEAN - keep minimal base stock,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,21,11887.562,70.09800000000007,C,Y,LEAN - order to demand,1.75,3.0,4.0,6.0,MINIMISE STOCK
TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,14,487.06399999999996,69.9936,C,X,LEAN - keep minimal base stock,1.1666666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,19,381.152,69.8031,C,X,LEAN - keep minimal base stock,1.5833333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-PA-10003823,Xerox 197,Office Supplies,Paper,9,254.056,69.705,C,Z,OBSOLETE-RISK - minimise/phase out,0.75,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,22,816.192,58.0608,C,X,LEAN - keep minimal base stock,1.8333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,4,635.58,58.158,C,X,LEAN - keep minimal base stock,0.3333333333333333,0.0,1.0,2.0,MINIMISE STOCK
OFF-BI-10004308,Avery Legal 4-Ring Binder,Office Supplies,Binders,11,207.13400000000001,58.74400000000001,C,Y,LEAN - order to demand,0.9166666666666666,2.0,3.0,4.0,MINIMISE STOCK
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,21,610.2239999999999,58.775999999999996,C,Y,LEAN - order to demand,1.75,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,21,428.30400000000003,58.9032,C,Y,LEAN - order to demand,1.75,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,29,654.258,59.3017,C,Y,LEAN - order to demand,2.4166666666666665,2.0,3.0,6.0,MINIMISE STOCK
OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,9,234.82,59.346000000000004,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Furniture,Chairs,6,515.9000000000001,59.507600000000004,C,X,LEAN - keep minimal base stock,0.5,2.0,3.0,4.0,MINIMISE STOCK
OFF-ST-10000136,Letter Size File,Office Supplies,Storage,10,391.41999999999996,59.55,C,Y,LEAN - order to demand,0.8333333333333334,3.0,4.0,5.0,MINIMISE STOCK
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,16,4663.0830000000005,58.02760000000001,C,Y,LEAN - order to demand,1.3333333333333333,3.0,4.0,6.0,MINIMISE STOCK
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,5,826.9590000000001,59.843,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
TEC-PH-10001198,Avaya 4621SW VoIP phone,Technology,Phones,9,532.4399999999999,59.8995,C,X,LEAN - keep minimal base stock,0.75,0.0,1.0,2.0,MINIMISE STOCK
TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,5,599.96,59.995999999999995,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,16,470.85400000000004,60.1788,C,X,LEAN - keep minimal base stock,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes,14,295.276,60.216,C,X,LEAN - keep minimal base stock,1.1666666666666667,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,21,208.29600000000002,60.2796,C,X,LEAN - keep minimal base stock,1.75,3.0,4.0,6.0,MINIMISE STOCK
TEC-MA-10003173,Hewlett-Packard 300S Scientific Calculator,Technology,Machines,10,294.1,60.306,C,X,LEAN - keep minimal base stock,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,5,220.55,60.4795,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs,4,559.88,60.5488,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,4,144.96,60.8832,C,Y,LEAN - order to demand,0.3333333333333333,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,15,529.7,59.85,C,Z,OBSOLETE-RISK - minimise/phase out,1.25,8.0,9.0,11.0,REVIEW / PHASE-OUT
OFF-PA-10004438,Xerox 1907,Office Supplies,Paper,10,295.8,57.716,C,X,LEAN - keep minimal base stock,0.8333333333333334,1.0,2.0,3.0,MINIMISE STOCK
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,9,641.928,57.5928,C,X,LEAN - keep minimal base stock,0.75,0.0,1.0,2.0,MINIMISE STOCK
TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories,20,403.226,57.564,C,X,LEAN - keep minimal base stock,1.6666666666666667,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,17,468.248,55.1004,C,Y,LEAN - order to demand,1.4166666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,13,296.32,55.192800000000005,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,21,286.88,55.3896,C,Y,LEAN - order to demand,1.75,4.0,5.0,7.0,MINIMISE STOCK
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,26,594.964,55.3938,C,X,LEAN - keep minimal base stock,2.1666666666666665,2.0,3.0,6.0,MINIMISE STOCK
OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,19,687.4259999999999,55.6002,C,X,LEAN - keep minimal base stock,1.5833333333333333,2.0,3.0,5.0,MINIMISE STOCK
TEC-PH-10002398,AT&T 1070 Corded Phone,Technology,Phones,5,445.96,55.745,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,13,1449.4080000000001,55.8626,C,Y,LEAN - order to demand,1.0833333333333333,3.0,4.0,6.0,MINIMISE STOCK
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones,15,246.894,55.972,C,Y,LEAN - order to demand,1.25,4.0,5.0,7.0,MINIMISE STOCK
